yyyy,PerNo,最新離職預測,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2018,2206,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,9.0,2.0,5.0,5.0,0.0,1.0,2.0,0.0,8.0,1.0,8.0,8107.0
2018,2215,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,3.0,9.0,1.0,5.0,4.0,1.0,1.0,0.0,4.0,3.0,0.0,8.0,2029.0
2018,2216,0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,3.0,6.0,0.0,0.0,1.0,10.0,2.0,0.0,3.0,7.0,10.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,10.0,1.0,5.0,5.0,0.0,0.0,0.0,4.0,8.0,0.0,8.0,8038.0
2018,2217,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,10.0,1.0,5.0,5.0,0.0,0.0,2.0,4.0,6.0,1.0,8.0,20069.0
2018,2218,0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,3.0,1.0,8.0,19138.0
2018,2219,0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,1.0,8.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,5.0,9.0,1.0,5.0,5.0,0.0,0.0,0.0,4.0,7.0,2.0,10.0,14077.0
2018,2220,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,2.0,5.0,8.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,2.0,0.0,4.0,1.0,8.0,5.0,11.0,1.0,6.0,6.0,1.0,1.0,0.0,3.0,7.0,2.0,8.0,14021.0
2018,2223,0,0.0,1.0,4.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,2.0,0.0,1.0,1.0,7.0,5.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,3.0,9.0,3.0,8.0,12115.0
2018,2224,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,9.0,20127.0
2018,2225,0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,2.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,2.0,10.0,9.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,2.0,8.0,13147.0
2018,2227,1,1.0,1.0,3.0,13.0,2.0,0.0,1.0,1.0,0.0,1.0,23.0,2.0,5.0,1.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0,2.0,8.0,13151.0
2018,2228,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,9.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,2.0,8.0,2169.0
2018,2234,0,0.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,5.0,6.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,8.0,2180.0
2018,2235,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,8.0,2.0,8.0,8142.0
2018,2237,0,0.0,2.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,5.0,10.0,1.0,5.0,3.0,2.0,1.0,2.0,0.0,9.0,1.0,8.0,14195.0
2018,2238,0,1.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,12.0,0.0,0.0,7.0,0.0,1.0,9.0,7.0,2.0,12.0,1.0,8.0,7.0,2.0,1.0,3.0,3.0,7.0,1.0,4.0,14048.0
2018,2245,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,8.0,14067.0
2018,2252,0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,5.0,7.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,9.0,1.0,7.0,20069.0
2018,2253,0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,5.0,6.0,1.0,3.0,3.0,0.0,1.0,2.0,4.0,5.0,0.0,9.0,5027.0
2018,2254,0,0.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,8.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0,8.0,19097.0
2018,2255,0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,2.0,9.0,1.0,5.0,5.0,0.0,0.0,0.0,4.0,3.0,1.0,8.0,19039.0
2018,2259,0,0.0,2.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,0.0,2.0,2.0,11.0,2.0,10.0,4.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,9.0,2.0,9.0,20192.0
2018,2260,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,8.0,16143.0
2018,2261,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,3.0,10.0,10.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,6.0,1.0,8.0,14105.0
2018,2262,0,1.0,1.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,15.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,6.0,0.0,6.0,6.0,7.0,5.0,10.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,7.0,1.0,10.0,14021.0
2018,2263,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,10.0,1.0,5.0,2.0,6.0,2.0,2.0,4.0,6.0,2.0,8.0,20071.0
2018,2265,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,9.0,1.0,8.0,19174.0
2018,2266,0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,5.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,1.0,8.0,5103.0
2018,2268,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,5.0,6.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,6.0,1.0,9.0,20130.0
2018,2269,1,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,6.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,2.0,1.0,2.0,10.0,8.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,8.0,0.0,8.0,16001.0
2018,2271,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,0.0,4.0,8.0,0.0,8.0,8074.0
2018,2272,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,2.0,1.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,8.0,2029.0
2018,2282,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,18.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,5.0,9.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,5.0,2.0,8.0,20208.0
2018,2285,0,0.0,2.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,13.0,6.0,1.0,5.0,10.0,1.0,6.0,4.0,4.0,2.0,0.0,4.0,9.0,3.0,6.0,14195.0
2018,2286,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,10.0,2.0,5.0,5.0,0.0,0.0,2.0,3.0,7.0,0.0,8.0,8074.0
2018,2288,0,1.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,0.0,0.0,4.0,0.0,3.0,1.0,4.0,5.0,8.0,1.0,3.0,1.0,4.0,1.0,2.0,0.0,6.0,1.0,8.0,5163.0
2018,2291,0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,2.0,1.0,1.0,10.0,2.0,0.0,2.0,2.0,8.0,0.0,0.0,4.0,1.0,5.0,6.0,9.0,5.0,8.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,11.0,14057.0
2018,2293,0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,1.0,0.0,1.0,4.0,2.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,2.0,11.0,2.0,5.0,3.0,5.0,1.0,2.0,4.0,9.0,0.0,8.0,4125.0
2018,2294,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,5.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,8.0,4125.0
2018,2296,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,10.0,0.0,2.0,10.0,1.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,3.0,8.0,1.0,8.0,8142.0
2018,2298,1,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,4.0,7.0,0.0,9.0,11182.0
2018,2299,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,5.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,6.0,2.0,4.0,14067.0
2018,2300,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,10.0,4.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,8.0,2.0,8.0,8038.0
2018,2303,0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,10.0,1.0,6.0,3.0,5.0,3.0,0.0,3.0,9.0,2.0,8.0,20208.0
2018,2305,0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,4.0,10.0,2.0,5.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,10.0,2180.0
2018,2306,0,1.0,1.0,4.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,23.0,7.0,5.0,7.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,5.0,10.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,6.0,1.0,8.0,16086.0
2018,2311,0,1.0,1.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,3.0,0.0,5.0,7.0,1.0,5.0,12.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,3.0,1.0,8.0,13085.0
2018,2312,0,0.0,1.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,8.0,3.0,8.0,5163.0
2018,2313,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,7.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,8.0,14067.0
2018,2315,0,1.0,1.0,3.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,2.0,5.0,3.0,6.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,8.0,5.0,8.0,1.0,4.0,1.0,4.0,1.0,0.0,4.0,8.0,1.0,8.0,19035.0
2018,2316,0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,2.0,0.0,2.0,6.0,7.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,0.0,4.0,8.0,1.0,10.0,19166.0
2018,2317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,2318,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,1.0,0.0,1.0,12.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,8.0,1.0,11.0,14067.0
2018,2327,0,1.0,1.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,9.0,1.0,4.0,1.0,5.0,1.0,0.0,4.0,3.0,0.0,8.0,19035.0
2018,2329,1,1.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,5.0,0.0,6.0,15.0,2.0,1.0,6.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,8.0,18025.0
2018,2333,0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,6.0,9.0,0.0,0.0,3.0,0.0,6.0,10.0,4.0,5.0,11.0,1.0,8.0,8.0,0.0,1.0,1.0,0.0,9.0,2.0,8.0,14057.0
2018,2334,0,0.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,2.0,5.0,0.0,0.0,1.0,35.0,1.0,0.0,1.0,4.0,9.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,10.0,1.0,5.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,8.0,16070.0
2018,2339,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,8.0,20208.0
2018,2341,0,1.0,1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,11.0,1.0,4.0,1.0,6.0,2.0,0.0,4.0,6.0,0.0,8.0,5103.0
2018,2346,0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,10.0,4.0,8.0,2.0,4.0,1.0,6.0,1.0,2.0,3.0,6.0,1.0,8.0,20192.0
2018,2349,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,7.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,2.0,13.0,1.0,7.0,6.0,1.0,2.0,0.0,4.0,7.0,1.0,8.0,8074.0
2018,2351,0,1.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,0.0,3.0,0.0,2.0,10.0,3.0,2.0,10.0,1.0,5.0,3.0,3.0,1.0,2.0,5.0,9.0,1.0,6.0,4125.0
2018,2353,1,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,0.0,8.0,2149.0
2018,2354,0,0.0,2.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,1.0,10.0,10.0,5.0,8.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,9.0,1.0,9.0,12046.0
2018,2356,0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,7.0,1.0,4.0,4.0,0.0,0.0,2.0,0.0,8.0,2.0,8.0,8181.0
2018,2357,1,1.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,2.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,8.0,12030.0
2018,2360,0,1.0,1.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,4.0,8.0,0.0,0.0,4.0,0.0,3.0,2.0,1.0,5.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,5.0,2.0,8.0,4045.0
2018,2364,0,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,5.0,1.0,5.0,3.0,0.0,1.0,23.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,9.0,2.0,8.0,16121.0
2018,2365,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,4.0,10.0,0.0,0.0,3.0,0.0,3.0,1.0,9.0,4.0,6.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,9.0,14160.0
2018,2366,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,2.0,5.0,0.0,5.0,0.0,0.0,1.0,15.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,0.0,4.0,2.0,1.0,8.0,2177.0
2018,2369,0,0.0,2.0,3.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,13.0,1.0,8.0,6.0,3.0,1.0,0.0,3.0,9.0,1.0,8.0,19174.0
2018,2373,0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,7.0,5.0,11.0,1.0,7.0,6.0,2.0,1.0,3.0,3.0,5.0,1.0,8.0,2149.0
2018,2374,0,1.0,1.0,2.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,5.0,12.0,1.0,6.0,4.0,3.0,2.0,0.0,4.0,6.0,2.0,8.0,20089.0
2018,2375,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,8.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,8.0,3.0,14.0,14067.0
